customeraccount,tpo_cliente,ID_EPP_AN,ingreso,Tipo_cte,rejection_inm_new,Ingreso_RESELL_PP,SEGMENTO_CTE,Vigencia,Des_Rejection_RAN,Des_Rejection_RPP,Des_Rejection_RINM,HD,Estrategia_1,Estrategia_2,Estrategia_3,Estrategia_4,Estrategia_5,PLAZO_INM,TASA_INM,INM_LC,INM_IMP_CP,RES_FINAL_INM,INM_FCP,CRED_ACTUA_INM,TOTAL_OBLIG_INM,Pago_Mensual_INM,PP_FCP,PP_LC,PP_IMP_CP,Cotizacion_PP,PLAZO_PP,TPO_CLIENTE_PP,TOTAL_OBLIG_PP,TASA_PP,Res_Final_PP,Bnd_Base_Resell_PP,Pago_Mensual_PP,Cred_Actua_PP,TOTAL_OBLIG_AN,RN_OFTA_PERM,PLAZO_AN,AN_FCP,TASA_AN,Cotizacion_AN,AN_LC,AN_IMP_CP,Res_Final_AN,Pago_Mensual_AN,Cred_Actua_AN,Test_Flujo
1-824777-YB,Credito,,9959.7,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-926722-PM,Credito,,8068.13,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-656272-PP,Captacion,,1316.83,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-970148-SN,Credito,,1180.35,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-976614-MD,Credito,,8825.12,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-538748-BB,Captacion,,6373.68,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-441212-BP,Credito,,5020.6,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-829584-KF,Credito,,9986.93,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-664111-YT,Credito,,8202.8,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-547861-DG,Credito,2,8556.86,,,0.0,Premier,,1.5.LAR,1.1.No eval para Top up,1.2.Status,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-324084-XB,Credito,,9657.05,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-940935-DI,Captacion,,9563.74,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-809040-QE,Captacion,,9804.4,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-351710-BW,Credito,,4096.1,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-136383-MS,Captacion,,2358.0,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-809015-ED,Credito,,4887.11,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-347824-RA,Credito,,9830.66,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-437406-CC,Credito,,313.16,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-825939-SH,Credito,,9263.97,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-494270-SH,Captacion,,8377.24,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-994757-KA,Credito,,3982.43,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-568708-JT,Credito,2,2790.33,,,0.0,Premier,,1.5.LAR,1.1.No eval para Top up,1.2.Status,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-413975-RF,Captacion,,2532.17,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-946179-UE,Credito,,9557.9,,APP,6923.771745579642,Mass,2020-02-01,1.1.No eval para Top up,2.1.Approved,3.2.Multioffer,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,0.6,266000.0,10003.929401,1730.0,60.0,1000004.0,1388.0,32.99,1.0,2.0,10003.929401,80916185.0,,,,,,,,,2.0,,,1.0
1-480011-HS,Captacion,,9527.32,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-683454-CA,Captacion,,9544.9,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-692155-JV,Credito,,4125.89,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-344735-PG,Captacion,,5125.75,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-822700-FD,Credito,,287.19,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-836076-KG,Credito,,3042.75,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-405257-SD,Credito,,8450.49,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-967543-CE,Captacion,,8927.56,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-646963-K[,Credito,2,3877.84,,,0.0,Premier,,1.5.LAR,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-315879-YJ,Credito,,3099.49,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-922737-BO,Credito,,4327.95,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-353110-MQ,Captacion,,7841.94,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-483673-XC,Credito,,5182.09,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-510712-DL,Captacion,,4143.74,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-444693-PB,Credito,,9761.43,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-948580-TB,Credito,,8011.16,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-430132-XU,Credito,,4820.22,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-849923-KI,Captacion,,5721.68,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-226539-SP,Credito,,6176.61,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-518641-GB,Credito,,3909.83,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-395075-NN,Credito,,5274.51,,APP,0.0,Mass,2020-02-01,1.1.No eval para Top up,1.1.No eval para Top up,2.1.Approved,0.0,0.0,2.0,0.0,NA,NA,60,11.49,601000,13775.843911,1.0,0.6,82726508,22338.264839,13775.843911,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-888284-WP,Captacion,,378.4,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-993910-GM,Credito,,8696.49,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-670550-IW,Captacion,,3367.82,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-790843-BP,Credito,,8412.52,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-204506-VX,Captacion,,7296.14,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-372874-WA,Credito,,8109.6,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-357661-P[,Captacion,,3247.55,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-271407-WV,Credito,,1552.32,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-582136-KY,Captacion,,8629.3,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-316111-LF,Captacion,,8736.82,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-637051-NM,Credito,,7196.74,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-572854-TI,Captacion,,8255.88,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-358423-TU,Credito,,8365.06,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-568332-AP,Credito,,2860.41,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-608063-LP,Credito,,9521.55,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-430803-SB,Credito,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-543362-CO,Credito,2,3670.22,2000008,,0.0,Mass,,2.2.Delinquency,1.1.No eval para Top up,1.1.No eval para Top up,1.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-812866-YL,Credito,,9885.24,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-990632-V\,Captacion,,8073.1,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-503674-I\,Credito,,9878.5,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-902093-BC,Credito,,8534.12,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-354748-EP,Credito,,9953.55,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-340248-ZJ,Credito,,4327.95,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-368185-ID,Captacion,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-358863-LR,Captacion,,3866.73,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-191598-LR,Credito,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-290305-HZ,Credito,,2260.44,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-975107-QV,Captacion,,9640.15,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-608953-XU,Captacion,,9789.79,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-447324-TF,Captacion,,3210.11,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-925627-XA,Captacion,,539.05,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-612148-VB,Credito,,9947.71,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-916145-NP,Credito,,287.19,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-885172-OU,Credito,,3784.48,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-392138-AB,Captacion,,3624.14,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-120016-MU,Credito,,3741.88,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-526688-VJ,Captacion,,9951.38,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-709485-WV,Captacion,,8182.63,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-265154-WA,Credito,,3012.8,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-994345-IT,Captacion,,3504.02,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-728490-VO,Credito,2,2571.11,,,0.0,Mass,,1.5.LAR,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-112764-DN,Credito,,1050.42,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-180882-OR,Credito,,6527.8,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-836094-SG,Credito,,4327.95,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-534207-CY,Credito,,753.86,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-157286-QG,Captacion,,4750.82,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-356199-XV,Credito,,6979.77,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-708688-YW,Captacion,,9509.45,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-357077-NF,Captacion,,922.76,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-807697-RV,Captacion,,8731.51,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-849554-DI,Captacion,,9863.09,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-967691-MH,Credito,,5939.8,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-969379-H[,Credito,,9984.0,,,0.0,Mass,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
1-686434-YB,Captacion,,3637.96,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0
1-862726-NP,Captacion,,8736.82,,,0.0,Premier,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0
1-697942-FQ,Captacion,,542.49,,,0.0,Advance,,1.1.No eval para Top up,1.1.No eval para Top up,1.1.No eval para Top up,0.0,0.0,2.0,0.0,NA,NA,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,3.0
