customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil
1-303433-OE,F,31210,CHIHUAHUA,CHIHUAHUA,W2182,218,6777.0,C
1-706793-[[,M,94293,BOCA DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE,V0189,428,9933.0,C
1-607792-CI,F,22400,TIJUANA,BAJA CALIFORNIA,W1302,130,6777.0,S
1-104472-IU,F,86150,CENTRO,TABASCO,V0180,355,9610.0,S
1-728168-ZZ,M,9690,IZTAPALAPA,CIUDAD DE MEXICO,V0058,741,4831.0,C
1-391865-ZA,M,6240,CUAUHTEMOC,CIUDAD DE MEXICO,Z5578,3557,9934.0,C
1-913728-NY,F,10200,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,Z0113,3011,4831.0,C
1-742616-JM,M,44680,GUADALAJARA,JALISCO,Z5583,3558,6150.0,C
1-998842-DK,M,74584,CHIETLA,PUEBLA,Z0323,3032,9933.0,C
1-748745-IO,F,4800,COYOACAN,CIUDAD DE MEXICO,Z5578,3557,9934.0,U
1-991021-YL,M,48380,PUERTO VALLARTA,JALISCO,W1635,163,6150.0,C
1-535335-HZ,F,57840,NEZAHUALCOYOTL,MEXICO,W0612,61,4831.0,S
1-192533-PQ,F,80159,CULIACAN,SINALOA,X9872,1987,6777.0,S
1-409962-PP,F,47479,LAGOS DE MORENO,JALISCO,W1513,151,9931.0,S
1-408152-NH,F,48020,UNION DE TULA,JALISCO,W1702,170,6150.0,C
1-152953-QZ,M,7580,GUSTAVO A MADERO,CIUDAD DE MEXICO,W9823,982,9934.0,S
1-112764-DN,F,97118,MERIDA,YUCATAN,W3768,376,9610.0,C
1-981790-OM,M,37480,LEON,GUANAJUATO,W9728,972,9931.0,C
1-731088-YL,M,7300,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0614,61,4831.0,S
1-756061-TP,M,36100,SILAO,GUANAJUATO,W2818,281,9931.0,S
1-442744-MR,M,87360,MATAMOROS,TAMAULIPAS,Z0154,3015,4831.0,C
1-427593-DF,F,45050,ZAPOPAN,JALISCO,W1182,118,6150.0,C
1-670462-OW,M,4600,COYOACAN,CIUDAD DE MEXICO,W6432,643,4831.0,C
1-101889-BX,F,20040,AGUASCALIENTES,AGUASCALIENTES,V0253,156,9931.0,V
1-949055-FO,F,54900,TULTITLAN,MEXICO,W0022,2,9934.0,S
1-940684-UH,M,27240,TORREON,COAHUILA DE ZARAGOZA,V8161,225,9932.0,S
1-963873-PS,M,45640,TLAJOMULCO DE ZUNIGA,JALISCO,V0246,174,6150.0,C
1-921013-BB,M,38030,CELAYA,GUANAJUATO,W3925,392,9931.0,S
1-862129-NH,M,94389,ORIZABA,VERACRUZ DE IGNACIO DE LA LLAVE,V0202,343,9933.0,S
1-829089-[V,M,66250,SAN PEDRO GARZA GARCIA,NUEVO LEON,V8171,479,9932.0,C
1-421268-GT,M,36255,GUANAJUATO,GUANAJUATO,V0236,280,9931.0,S
1-534841-XD,F,4920,COYOACAN,CIUDAD DE MEXICO,W0323,32,4831.0,C
1-820368-[E,F,86800,TEAPA,TABASCO,V0405,1901,9610.0,S
1-728252-KV,M,97134,MERIDA,YUCATAN,W4494,449,6150.0,C
1-338595-JV,F,97000,MERIDA,YUCATAN,W3748,374,9610.0,C
1-483600-YK,M,89400,MADERO,TAMAULIPAS,W2724,272,9932.0,C
1-329685-JX,M,50265,TOLUCA,MEXICO,V0592,3028,9934.0,C
1-444949-KB,F,36660,IRAPUATO,GUANAJUATO,V0237,282,9931.0,C
1-756410-AO,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W0633,63,4831.0,C
1-923915-XX,F,6470,CUAUHTEMOC,CIUDAD DE MEXICO,V0555,16,9934.0,S
1-613766-HO,M,45260,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,C
1-630236-XX,M,45640,TLAJOMULCO DE ZUNIGA,JALISCO,V0246,174,6150.0,C
1-411501-XM,M,6720,CUAUHTEMOC,CIUDAD DE MEXICO,W5421,542,4831.0,C
1-415434-KZ,F,76180,SANTIAGO DE QUERETARO,QUERETARO,W4002,400,9931.0,C
1-848532-LG,F,86700,MACUSPANA,TABASCO,W8801,880,9610.0,S
1-978834-MX,M,14110,TLALPAN,CIUDAD DE MEXICO,Z0135,3013,4831.0,C
1-343073-DJ,M,44300,GUADALAJARA,JALISCO,Z7088,3708,6150.0,C
1-848707-HH,M,88000,NUEVO LAREDO,TAMAULIPAS,W2663,266,9932.0,C
1-402955-TI,M,23060,LA PAZ,BAJA CALIFORNIA SUR,V0098,193,6777.0,C
1-878935-BP,M,90800,CHIAUTEMPAN,TLAXCALA,W3322,332,9933.0,C
1-784928-GF,F,45640,TLAJOMULCO DE ZUNIGA,JALISCO,V0246,174,6150.0,C
1-613069-RB,M,89360,TAMPICO,TAMAULIPAS,W2734,273,9932.0,C
1-854942-F[,M,86280,CENTRO,TABASCO,Z0783,3078,9610.0,S
1-400916-TO,M,6250,CUAUHTEMOC,CIUDAD DE MEXICO,W0188,18,9934.0,S
1-706270-JU,M,91940,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0189,428,9933.0,C
1-295975-AJ,M,48700,EL LIMON,JALISCO,V0332,161,6150.0,C
1-764596-PX,M,4400,COYOACAN,CIUDAD DE MEXICO,W6902,690,4831.0,C
1-617112-HM,M,44690,GUADALAJARA,JALISCO,W1293,129,6150.0,C
1-173990-GC,F,98617,GUADALUPE,ZACATECAS,W8262,826,9931.0,C
1-691270-OH,M,27140,TORREON,COAHUILA DE ZARAGOZA,W2302,230,9932.0,C
1-763207-IU,M,22427,TIJUANA,BAJA CALIFORNIA,X6613,1661,6777.0,C
1-435336-KL,M,4470,COYOACAN,CIUDAD DE MEXICO,V0514,3014,4831.0,C
1-683236-[F,M,4330,COYOACAN,CIUDAD DE MEXICO,V0403,610,4831.0,C
1-294052-X\,M,66400,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W5232,523,9932.0,C
1-346201-V[,M,54080,TLALNEPANTLA DE BAZ,MEXICO,W0581,58,9934.0,C
1-686549-YY,M,97120,MERIDA,YUCATAN,V0446,3060,9610.0,C
1-892557-WI,M,1900,ALVARO OBREGON,CIUDAD DE MEXICO,W0288,28,4831.0,C
1-707270-FZ,F,4250,COYOACAN,CIUDAD DE MEXICO,W5478,547,4831.0,S
1-427440-BJ,F,28869,MANZANILLO,COLIMA,W1528,152,6150.0,C
1-221975-BX,F,60950,LAZARO CARDENAS,MICHOACAN DE OCAMPO,W8134,813,6150.0,C
1-842653-UH,M,6500,CUAUHTEMOC,CIUDAD DE MEXICO,Z5572,3557,9934.0,C
1-404770-QL,M,4330,COYOACAN,CIUDAD DE MEXICO,W0718,71,4831.0,C
1-426351-SC,M,45130,ZAPOPAN,JALISCO,W1009,100,6150.0,C
1-193156-KN,F,48900,AUTLAN DE NAVARRO,JALISCO,W1598,159,6150.0,C
1-303093-[C,M,61514,ZITACUARO,MICHOACAN DE OCAMPO,W2983,298,9934.0,C
1-518830-GH,M,37000,LEON,GUANAJUATO,W2748,274,9931.0,S
1-815224-WM,M,48328,PUERTO VALLARTA,JALISCO,W7001,700,6150.0,C
1-514524-Z[,M,11510,MIGUEL HIDALGO,CIUDAD DE MEXICO,W5592,559,4831.0,C
1-322231-CR,M,66480,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W3878,387,9932.0,S
1-490452-RZ,F,85140,CAJEME,SONORA,V0169,181,6777.0,C
1-565651-KT,M,48740,EL GRULLO,JALISCO,W8242,824,6150.0,S
1-789712-XZ,M,97000,MERIDA,YUCATAN,Z0602,3060,9610.0,C
1-831579-WP,M,22890,ENSENADA,BAJA CALIFORNIA,W8758,875,6777.0,C
1-941879-VA,M,7760,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0345,34,9934.0,S
1-869159-JY,F,38050,CELAYA,GUANAJUATO,V0186,392,9931.0,C
1-291454-LM,M,36256,GUANAJUATO,GUANAJUATO,W2811,281,9931.0,C
1-593036-XM,F,66417,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W2521,252,9932.0,C
1-857209-JA,M,45418,TONALA,JALISCO,Z5582,3558,6150.0,C
1-326123-N\,F,57210,NEZAHUALCOYOTL,MEXICO,W0995,99,9934.0,S
1-942067-HF,F,21130,MEXICALI,BAJA CALIFORNIA,W1418,141,6777.0,D
1-339078-WB,F,49600,ZAPOTILTIC,JALISCO,V8154,157,6150.0,C
1-919992-DA,M,67150,GUADALUPE,NUEVO LEON,W2512,251,9932.0,C
1-216138-DO,F,82110,MAZATLAN,SINALOA,W3893,389,6777.0,C
1-583203-OV,M,45730,VILLA CORONA,JALISCO,W1831,183,6150.0,C
1-988273-MS,M,72490,PUEBLA,PUEBLA,V0040,314,9933.0,C
1-446994-KZ,M,14140,TLALPAN,CIUDAD DE MEXICO,S9944,6994,9934.0,S
1-483941-[N,M,77600,COZUMEL,QUINTANA ROO,V8173,1780,9610.0,C
1-953094-HC,M,48050,AYUTLA,JALISCO,W1702,170,6150.0,C
1-785503-EA,M,52786,HUIXQUILUCAN,MEXICO,V0076,52,9934.0,C
1-188376-PR,M,91680,LA ANTIGUA,VERACRUZ DE IGNACIO DE LA LLAVE,V0188,335,9933.0,C
1-512025-IP,F,3440,BENITO JUAREZ,CIUDAD DE MEXICO,W5942,594,9934.0,S
1-943302-HI,F,86280,CENTRO,TABASCO,V0558,351,9610.0,C
1-649787-IY,M,47910,LA BARCA,JALISCO,V0328,160,6150.0,C
1-502625-TT,F,10200,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,W5591,559,4831.0,C
1-928784-X[,F,25250,SALTILLO,COAHUILA DE ZARAGOZA,Z5572,3557,9934.0,S
1-503797-NW,F,20120,AGUASCALIENTES,AGUASCALIENTES,W0638,63,4831.0,S
1-102509-XM,F,13270,TLAHUAC,CIUDAD DE MEXICO,W0998,99,9934.0,C
1-255301-LZ,F,53030,NAUCALPAN,MEXICO,W0998,99,9934.0,S
1-639084-YB,F,59160,VENUSTIANO CARRANZA,MICHOACAN DE OCAMPO,W2748,274,9931.0,C
1-252971-WU,F,78210,SAN LUIS POTOSI,SAN LUIS POTOSI,V1084,287,9931.0,V
1-629274-YE,M,77517,BENITO JUAREZ,QUINTANA ROO,W9694,969,9610.0,C
1-937790-CF,M,6250,CUAUHTEMOC,CIUDAD DE MEXICO,V0590,3019,9934.0,C
1-566000-[E,F,22820,ENSENADA,BAJA CALIFORNIA,W1384,138,6777.0,S
1-941609-DD,M,7870,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0188,18,9934.0,S
1-444883-ZI,M,57170,NEZAHUALCOYOTL,MEXICO,W0192,19,9934.0,S
1-200072-FZ,F,80090,CULIACAN,SINALOA,Z9762,3976,6777.0,C
1-476758-FX,F,24090,CAMPECHE,CAMPECHE,V0185,369,9610.0,C
1-656663-DR,F,11440,MIGUEL HIDALGO,CIUDAD DE MEXICO,W7618,761,9934.0,S
1-809026-DV,M,81277,AHOME,SINALOA,W8713,871,6777.0,C
1-885172-OU,M,44500,GUADALAJARA,JALISCO,V0106,464,6150.0,S
1-270090-RQ,M,45470,ACATIC,JALISCO,W1752,175,6150.0,C
1-209276-TT,F,7400,GUSTAVO A MADERO,CIUDAD DE MEXICO,W9132,913,4831.0,C
1-882716-R\,M,6820,CUAUHTEMOC,CIUDAD DE MEXICO,W5421,542,4831.0,C
1-870855-JY,M,31350,CHIHUAHUA,CHIHUAHUA,V0596,721,6777.0,C
1-436587-BD,M,81000,GUASAVE,SINALOA,V0477,199,6777.0,C
1-924530-ZS,F,45190,ZAPOPAN,JALISCO,Z8083,3808,6150.0,S
1-544687-SY,M,4929,COYOACAN,CIUDAD DE MEXICO,W0314,31,4831.0,C
1-854076-CW,M,22000,TIJUANA,BAJA CALIFORNIA,W1353,135,6777.0,S
1-268092-ZT,M,66460,SAN NICOLAS DE LOS GARZA,NUEVO LEON,Z0027,3002,9934.0,C
1-392301-[O,F,16090,XOCHIMILCO,CIUDAD DE MEXICO,W6283,628,4831.0,C
1-239864-JR,M,4369,COYOACAN,CIUDAD DE MEXICO,W0932,93,4831.0,C
1-254501-ZE,M,55450,ECATEPEC,MEXICO,W0994,99,9934.0,C
1-895419-XZ,M,7870,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-374443-TF,F,21218,MEXICALI,BAJA CALIFORNIA,V0104,149,6777.0,C
1-595305-IJ,M,44690,GUADALAJARA,JALISCO,W1072,107,6150.0,C
1-437634-OZ,F,45070,ZAPOPAN,JALISCO,W3051,305,6150.0,C
1-421578-YJ,F,45402,TONALA,JALISCO,W3644,364,6150.0,C
1-587989-AJ,M,72070,PUEBLA,PUEBLA,V1071,3032,9933.0,S
1-245743-WH,M,82120,MAZATLAN,SINALOA,V0203,204,6777.0,C
1-100971-IR,M,81000,GUASAVE,SINALOA,W1992,199,6777.0,C
1-161419-NJ,F,45080,ZAPOPAN,JALISCO,W4494,449,6150.0,C
1-287686-WY,F,75200,TEPEACA,PUEBLA,W4621,462,9933.0,C
1-918225-US,M,44298,GUADALAJARA,JALISCO,W1209,120,6150.0,C
1-976494-TY,M,44380,GUADALAJARA,JALISCO,W1158,115,6150.0,S
1-291385-LZ,M,85000,CAJEME,SONORA,W1818,181,6777.0,C
1-581483-CX,F,4310,COYOACAN,CIUDAD DE MEXICO,V0695,71,4831.0,C
1-174908-ZH,M,97133,MERIDA,YUCATAN,W3748,374,9610.0,S
1-238465-WL,F,86781,JONUTA,TABASCO,W9813,981,9610.0,C
1-467794-KV,M,54800,CUAUTITLAN,MEXICO,W0484,48,9934.0,C
1-975050-GP,F,50110,TOLUCA,MEXICO,W0838,83,9934.0,C
1-161017-MR,F,53100,NAUCALPAN,MEXICO,W4942,494,9934.0,C
1-190652-SR,F,36000,GUANAJUATO,GUANAJUATO,W2808,280,9931.0,C
1-109757-BU,M,72070,PUEBLA,PUEBLA,W3248,324,9933.0,C
1-788527-ZX,M,47420,LAGOS DE MORENO,JALISCO,W1513,151,9931.0,C
1-144390-MR,M,1760,ALVARO OBREGON,CIUDAD DE MEXICO,W0522,52,9934.0,C
1-603279-IG,M,32910,ALDAMA,CHIHUAHUA,V8159,395,6777.0,C
1-724262-[J,F,11590,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0100,737,9934.0,C
1-765886-TG,M,20200,AGUASCALIENTES,AGUASCALIENTES,W2843,284,9931.0,C
1-157372-P[,M,54080,TLALNEPANTLA DE BAZ,MEXICO,V0522,3002,9934.0,S
1-934820-AA,F,92030,PUEBLO VIEJO,VERACRUZ DE IGNACIO DE LA LLAVE,W3385,338,9933.0,S
1-921045-LO,M,45177,ZAPOPAN,JALISCO,V0162,120,6150.0,C
1-191925-YR,M,21920,MEXICALI,BAJA CALIFORNIA,W1463,146,6777.0,C
1-732481-OW,M,36350,SAN FRANCISCO DEL RINCON,GUANAJUATO,W2791,279,9931.0,S
1-346961-SU,F,6100,CUAUHTEMOC,CIUDAD DE MEXICO,W0164,16,9934.0,S
1-113076-XK,M,22290,TIJUANA,BAJA CALIFORNIA,V0573,101,6777.0,C
1-249018-TD,F,45260,IXTLAHUACAN DEL RIO,JALISCO,W1158,115,6150.0,C
1-958265-DW,M,1070,ALVARO OBREGON,CIUDAD DE MEXICO,W0652,65,9934.0,C
1-998489-EM,M,45407,TONALA,JALISCO,W3644,364,6150.0,C
1-699547-ZZ,M,45238,ZAPOPAN,JALISCO,W1009,100,6150.0,S
1-232532-[M,F,11800,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0346,6,4831.0,S
1-974253-KA,M,16090,XOCHIMILCO,CIUDAD DE MEXICO,W0173,17,9934.0,C
1-981509-SK,M,74325,SAN GREGORIO ATZOMPA,PUEBLA,W7868,786,9933.0,C
1-799400-EO,M,72540,PUEBLA,PUEBLA,W4822,482,9933.0,C
1-143311-UF,M,44300,GUADALAJARA,JALISCO,W1043,104,6150.0,C
1-211248-QT,F,8760,IZTACALCO,CIUDAD DE MEXICO,W4933,493,4831.0,C
1-560238-NE,F,28200,MANZANILLO,COLIMA,W1528,152,6150.0,V
1-955389-GI,M,63139,TEPIC,NAYARIT,W1711,171,6150.0,S
1-614498-AA,F,72450,PUEBLA,PUEBLA,W3154,315,9933.0,C
1-592476-DK,F,45470,ACATIC,JALISCO,V8154,175,6150.0,C
1-406033-VM,M,97145,MERIDA,YUCATAN,V8156,376,9610.0,S
1-667882-KF,F,48740,EL GRULLO,JALISCO,V0332,161,6150.0,S
1-999199-P[,M,24400,CHAMPOTON,CAMPECHE,Z0423,3042,9610.0,C
1-869446-EK,M,66059,GENERAL ESCOBEDO,NUEVO LEON,V0458,248,9932.0,C
1-648927-IV,F,45640,TLAJOMULCO DE ZUNIGA,JALISCO,W1744,174,6150.0,C
1-340768-CQ,F,45117,ZAPOPAN,JALISCO,W1262,126,6150.0,C
1-680517-ZK,M,4360,COYOACAN,CIUDAD DE MEXICO,W0384,38,4831.0,S
1-658837-U[,M,14020,TLALPAN,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-206949-TL,F,4330,COYOACAN,CIUDAD DE MEXICO,W0384,38,4831.0,C
1-679890-QV,F,72420,PUEBLA,PUEBLA,Z0323,3032,9933.0,S
1-531205-YN,F,2050,AZCAPOTZALCO,CIUDAD DE MEXICO,W0614,61,4831.0,S
1-554263-AS,M,27018,TORREON,COAHUILA DE ZARAGOZA,V0364,1676,9932.0,S
1-768944-WC,M,47460,LAGOS DE MORENO,JALISCO,W1518,151,9931.0,C
1-418588-FQ,M,97139,MERIDA,YUCATAN,V0452,3056,9610.0,C
1-225791-PQ,M,59010,SAHUAYO,MICHOACAN DE OCAMPO,W2963,296,6150.0,C
1-984857-TM,M,7440,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0998,99,9934.0,C
1-347384-[W,M,56880,TEPETLIXPA,MEXICO,W0882,88,4831.0,C
1-799662-[V,M,9480,IZTAPALAPA,CIUDAD DE MEXICO,W0314,31,4831.0,C
1-727789-HL,F,86360,COMALCALCO,TABASCO,W3494,349,9610.0,C
1-667261-JX,M,44980,GUADALAJARA,JALISCO,W1072,107,6150.0,C
1-188911-BL,M,44750,GUADALAJARA,JALISCO,W1009,100,6150.0,C
1-418856-JW,M,80100,CULIACAN,SINALOA,V5083,3976,6777.0,C
1-421268-CI,M,45145,ZAPOPAN,JALISCO,V0281,115,6150.0,C
1-952286-XX,M,50110,TOLUCA,MEXICO,W0948,94,9934.0,C
1-259724-SH,F,6760,CUAUHTEMOC,CIUDAD DE MEXICO,W7384,738,4831.0,C
1-772460-PJ,F,54190,TLALNEPANTLA DE BAZ,MEXICO,V0590,6994,9934.0,S
1-756173-XX,M,77725,SOLIDARIDAD,QUINTANA ROO,V0183,3727,9610.0,S
1-343882-UY,M,86300,COMALCALCO,TABASCO,W3494,349,9610.0,C
1-231047-HF,F,3510,BENITO JUAREZ,CIUDAD DE MEXICO,W0244,24,4831.0,S
1-746501-HV,F,33880,HIDALGO DEL PARRAL,CHIHUAHUA,W2162,216,6777.0,S
1-653785-IQ,F,44860,GUADALAJARA,JALISCO,W1009,100,6150.0,S
1-751994-XR,M,32695,JUAREZ,CHIHUAHUA,W2103,210,6777.0,C
1-624550-TK,F,81400,SALVADOR ALVARADO,SINALOA,X2162,1216,6777.0,S
1-984789-UJ,M,6010,CUAUHTEMOC,CIUDAD DE MEXICO,V0651,99,9934.0,C
1-813695-J[,M,44330,GUADALAJARA,JALISCO,V0651,99,9934.0,C
1-932735-RN,F,54090,TLALNEPANTLA,MEXICO,W0584,58,9934.0,S
1-374258-[E,F,52787,HUIXQUILUCAN,MEXICO,V0575,72,9934.0,S
1-248330-YP,M,56334,CHIMALHUACAN,MEXICO,W0398,39,4831.0,C
1-557061-OR,F,86750,CENTLA,TABASCO,W3552,355,9610.0,S
1-122297-LL,M,33858,HIDALGO DEL PARRAL,CHIHUAHUA,W2163,216,6777.0,C
1-832031-JO,M,47170,SAN JULIAN,JALISCO,W1653,165,6150.0,C
1-682711-YB,F,13278,TLAHUAC,CIUDAD DE MEXICO,W0998,99,9934.0,S
1-885302-QS,M,76150,SANTIAGO DE QUERETARO,QUERETARO,V0704,1689,9931.0,C
1-639169-AC,M,48300,PUERTO VALLARTA,JALISCO,W1635,163,6150.0,S
1-992707-XP,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W0998,99,9934.0,S
1-968826-[B,F,11800,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0173,17,9934.0,S
1-692697-HV,F,50120,TOLUCA,MEXICO,V0663,1151,9934.0,C
1-336318-OA,F,35150,LERDO,DURANGO,W2258,225,9932.0,S
1-926336-IY,M,21960,MEXICALI,BAJA CALIFORNIA,W1461,146,6777.0,C
1-903525-OL,F,54060,TLALNEPANTLA,MEXICO,V0651,99,9934.0,S
1-164938-TU,M,27016,TORREON,COAHUILA DE ZARAGOZA,V0460,810,9932.0,S
1-146233-QP,F,48900,AUTLAN DE NAVARRO,JALISCO,W1599,159,6150.0,S
1-555679-AI,M,37480,LEON,GUANAJUATO,W9723,972,9931.0,S
1-888174-CT,M,48900,AUTLAN DE NAVARRO,JALISCO,V0324,159,6150.0,C
1-853682-M[,M,47300,YAHUALICA DE GZALEZ GALLO,JALISCO,W1642,164,6150.0,C
1-874511-RB,M,54090,TLALNEPANTLA,MEXICO,W0173,17,9934.0,D
1-957523-ZR,M,85010,CAJEME,SONORA,W1803,180,6777.0,C
1-239521-IC,M,4960,COYOACAN,CIUDAD DE MEXICO,V0696,440,4831.0,C
1-709636-PQ,M,76805,SAN JUAN DEL RIO,QUERETARO,W3368,336,9933.0,S
1-132257-OJ,F,78300,SAN LUIS POTOSI,SAN LUIS POTOSI,V0316,470,9931.0,S
1-152905-QF,F,44340,GUADALAJARA,JALISCO,V8164,122,6150.0,C
1-971708-[W,F,86170,CENTRO,TABASCO,W8762,876,9610.0,C
1-528180-US,M,21720,MEXICALI,BAJA CALIFORNIA,V1034,144,6777.0,C
1-835734-VQ,F,48740,EL GRULLO,JALISCO,W1612,161,6150.0,S
1-731787-AF,M,81018,GUASAVE,SINALOA,W9552,955,6777.0,C
1-912835-GS,F,22536,TIJUANA,BAJA CALIFORNIA,W1302,130,6777.0,C
1-813874-AN,F,3400,BENITO JUAREZ,CIUDAD DE MEXICO,S9944,6994,9934.0,S
1-756155-OH,M,54744,CUAUTITLAN IZCALLI,MEXICO,W0954,95,9934.0,C
1-636803-DX,M,58254,MORELIA,MICHOACAN DE OCAMPO,V0158,300,6150.0,C
1-258582-DU,M,91779,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0189,428,9933.0,C
1-324682-FP,F,15900,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0995,99,9934.0,C
1-696568-[T,F,22230,TIJUANA,BAJA CALIFORNIA,W1322,132,6777.0,S
1-226211-VI,M,49600,ZAPOTILTIC,JALISCO,W1571,157,6150.0,C
1-746741-VE,F,27000,TORREON,COAHUILA DE ZARAGOZA,W2258,225,9932.0,S
1-226780-SB,M,5120,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,V0076,52,9934.0,C
1-727670-FK,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,V9431,407,9933.0,C
1-775620-BK,F,72565,PUEBLA,PUEBLA,W3133,313,9933.0,C
1-783004-PT,M,57200,NEZAHUALCOYOTL,MEXICO,W0248,24,4831.0,C
1-423305-OF,M,86000,CENTRO,TABASCO,W3502,350,9610.0,S
1-381475-TM,F,45615,SAN PEDRO TLAQUEPAQUE,JALISCO,W4642,464,6150.0,C
1-117101-VR,F,86752,CENTLA,TABASCO,V8174,355,9610.0,C
1-354586-GA,M,27250,TORREON,COAHUILA DE ZARAGOZA,V0460,810,9932.0,C
1-949449-XR,F,71220,SANTA MARIA ATZOMPA,OAXACA,V0317,1966,9933.0,C
1-673983-KY,F,1030,ALVARO OBREGON,CIUDAD DE MEXICO,W0288,28,4831.0,C
1-641743-BQ,M,91919,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0190,337,9933.0,C
1-628334-BV,M,58278,MORELIA,MICHOACAN DE OCAMPO,V0081,3048,6150.0,C
1-529805-ZN,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,Z8032,3803,9934.0,C
1-499714-FK,M,97176,MERIDA,YUCATAN,V0452,3056,9610.0,C
1-876446-QL,F,11560,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0522,52,9934.0,S
1-885035-ZM,F,51200,VALLE DE BRAVO,MEXICO,W0173,17,9934.0,C
1-308786-UR,M,47420,LAGOS DE MORENO,JALISCO,W1518,151,9931.0,C
1-846766-NU,F,1600,ALVARO OBREGON,CIUDAD DE MEXICO,W5118,511,9934.0,S
1-696257-YA,F,9230,IZTAPALAPA,CIUDAD DE MEXICO,W0734,73,4831.0,C
1-106340-VI,M,52784,HUIXQUILUCAN,MEXICO,X8853,1885,9934.0,C
1-448641-[J,F,66430,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W2483,248,9932.0,C
1-445340-RE,M,1430,ALVARO OBREGON,CIUDAD DE MEXICO,W0164,16,9934.0,S
1-726477-N\,M,55760,TECAMAC,MEXICO,W0243,24,4831.0,S
1-960452-SH,M,21225,MEXICALI,BAJA CALIFORNIA,X9732,1973,6777.0,S
1-481599-A[,F,44600,GUADALAJARA,JALISCO,W1068,106,6150.0,S
1-337118-RO,M,44560,GUADALAJARA,JALISCO,W1183,118,6150.0,S
1-386194-DG,M,3800,BENITO JUAREZ,CIUDAD DE MEXICO,W0994,99,9934.0,S
1-674260-CT,M,90500,HUAMANTLA,TLAXCALA,W3283,328,9933.0,C
1-174676-JS,M,60130,URUAPAN,MICHOACAN DE OCAMPO,W7043,704,6150.0,C
1-734049-KV,M,45110,ZAPOPAN,JALISCO,W1833,183,6150.0,C
1-785430-BY,F,88260,NUEVO LAREDO,TAMAULIPAS,V0235,800,9932.0,S
1-322527-AL,M,52930,ATIZAPAN DE ZARAGOZA,MEXICO,V0009,1976,9934.0,C
1-679253-YU,F,72505,PUEBLA,PUEBLA,Z5652,3565,9933.0,C
1-699937-YU,M,47270,ENCARNACION DE DIAZ,JALISCO,W1563,156,9931.0,C
1-294177-SZ,M,45060,ZAPOPAN,JALISCO,Z8098,3809,6150.0,C
1-413100-XN,M,75000,RAFAEL LARA GRAJALES,PUEBLA,V0271,322,9933.0,C
1-143921-RP,M,57630,NEZAHUALCOYOTL,MEXICO,W0734,73,4831.0,C
1-483089-UL,F,13300,TLAHUAC,CIUDAD DE MEXICO,V0412,920,4831.0,S
1-275956-ZI,M,87410,MATAMOROS,TAMAULIPAS,W2638,263,9932.0,S
1-111238-OE,F,15820,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,V0002,542,4831.0,C
1-147160-G\,M,9450,IZTAPALAPA,CIUDAD DE MEXICO,V0086,59,4831.0,S
1-337091-LX,M,97000,MERIDA,YUCATAN,V5052,374,9610.0,C
1-654713-YI,M,54023,TLALNEPANTLA,MEXICO,V0551,26,4831.0,C
1-322107-GH,F,86035,CENTRO,TABASCO,X9015,1901,9610.0,C
1-845308-DC,F,23473,LOS CABOS,BAJA CALIFORNIA SUR,W1082,108,6150.0,S
1-131882-LE,M,9810,IZTAPALAPA,CIUDAD DE MEXICO,W0994,99,9934.0,S
1-292103-BI,M,25000,SALTILLO,COAHUILA DE ZARAGOZA,V0067,237,9932.0,C
1-168182-AA,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,X4452,1445,4831.0,C
1-256188-GP,M,21038,MEXICALI,BAJA CALIFORNIA,W4052,405,6777.0,C
1-915720-ML,F,45110,ZAPOPAN,JALISCO,W1202,120,6150.0,C
