customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil
1-488158-NG,M,44210,GUADALAJARA,JALISCO,W1082,108,6150.0,S
1-225326-NU,M,73160,HUAUCHINANGO,PUEBLA,W3272,327,9933.0,S
1-860993-IG,M,45237,ZAPOPAN,JALISCO,W1193,119,6150.0,C
1-412289-MP,F,43625,TULANCINGO DE BRAVO,HIDALGO,X1451,1145,9934.0,S
1-920446-OD,F,1400,ALVARO OBREGON,CIUDAD DE MEXICO,W5928,592,4831.0,S
1-381898-VH,M,91919,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,W3368,336,9933.0,S
1-801103-IU,M,57600,NEZAHUALCOYOTL,MEXICO,W0954,95,9934.0,S
1-964789-LT,M,66059,GENERAL ESCOBEDO,NUEVO LEON,W2523,252,9932.0,C
1-852710-QR,F,7300,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0164,16,9934.0,S
1-616667-VJ,M,54050,TLALNEPANTLA,MEXICO,W0148,14,9934.0,S
1-416963-SG,M,4230,COYOACAN,CIUDAD DE MEXICO,W0314,31,4831.0,C
1-272986-NY,F,48900,AUTLAN DE NAVARRO,JALISCO,V0324,159,6150.0,C
1-638716-[F,F,3740,BENITO JUAREZ,CIUDAD DE MEXICO,W0954,95,9934.0,S
1-516251-KY,M,62140,CUERNAVACA,MORELOS,W0072,7,9934.0,C
1-674270-WD,F,76120,QUERETARO,QUERETARO,W3701,370,9931.0,S
1-846480-VS,M,15530,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,V0066,47,4831.0,C
1-130107-TF,F,91809,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,X1202,1120,9933.0,S
1-863580-LE,M,73160,HUAUCHINANGO,PUEBLA,W3272,327,9933.0,C
1-724634-TD,M,8500,IZTACALCO,CIUDAD DE MEXICO,Z0193,3019,9934.0,S
1-691159-JV,F,22000,TIJUANA,BAJA CALIFORNIA,W1353,135,6777.0,S
1-706097-LW,F,22400,TIJUANA,BAJA CALIFORNIA,W1233,123,6777.0,C
1-159701-AV,M,22000,TIJUANA,BAJA CALIFORNIA,W1233,123,6777.0,C
1-767573-EV,M,54040,TLALNEPANTLA,MEXICO,W4352,435,9934.0,C
1-987257-MY,M,3300,BENITO JUAREZ,CIUDAD DE MEXICO,V0003,835,4831.0,C
1-713089-WO,M,14100,TLALPAN,CIUDAD DE MEXICO,W0994,99,9934.0,D
1-406673-XR,M,41304,TLAPA,GUERRERO,W3292,329,9933.0,D
1-254301-JU,F,60950,LAZARO CARDENAS,MICHOACAN DE OCAMPO,W1869,186,6150.0,C
1-943362-SK,F,23079,LA PAZ,BAJA CALIFORNIA SUR,W6428,642,9934.0,S
1-301078-OZ,M,59620,ZAMORA,MICHOACAN DE OCAMPO,V0092,292,6150.0,C
1-997363-OV,M,47170,SAN JULIAN,JALISCO,W1653,165,6150.0,C
1-778810-LH,M,6780,CUAUHTEMOC,CIUDAD DE MEXICO,W0243,24,4831.0,C
1-354443-AR,M,47470,LAGOS DE MORENO,JALISCO,W1518,151,9931.0,U
1-186815-YQ,M,28060,COLIMA,COLIMA,V0393,172,6150.0,C
1-992903-XA,F,45500,TLAQUEPAQUE,JALISCO,W1192,119,6150.0,S
1-276267-HJ,F,91098,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,X9148,1914,9933.0,C
1-317697-AG,M,45140,ZAPOPAN,JALISCO,V0112,714,6150.0,C
1-451931-ER,M,44757,GUADALAJARA,JALISCO,W1009,100,6150.0,S
1-718103-WW,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W0448,44,4831.0,S
1-850055-QY,F,76190,QUERETARO,QUERETARO,V0335,400,9931.0,V
1-434024-NF,F,55120,ECATEPEC DE MORELOS,MEXICO,Z8038,3803,9934.0,S
1-570120-[V,M,76900,CORREGIDORA,QUERETARO,V0706,933,9931.0,C
1-130828-KY,M,97147,MERIDA,YUCATAN,V0419,375,9610.0,C
1-997551-KB,F,91000,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,V0047,1134,9933.0,C
1-496627-D\,F,44210,GUADALAJARA,JALISCO,W1171,117,6150.0,S
1-775894-FW,M,24910,CALKINI,CAMPECHE,V0439,902,9610.0,C
1-480424-P\,F,63167,TEPIC,NAYARIT,V0425,821,6150.0,S
1-581404-FS,M,67250,JUAREZ,NUEVO LEON,W2831,283,9932.0,C
1-873715-AZ,F,49000,ZAPOTLAN EL GRANDE,JALISCO,W1539,153,6150.0,C
1-700622-ZV,F,62374,CUERNAVACA,MORELOS,V0112,714,6150.0,C
1-103471-TN,M,74280,ATLIXCO,PUEBLA,W3252,325,9933.0,S
1-336547-TA,M,48343,PUERTO VALLARTA,JALISCO,W9402,940,6150.0,C
1-241886-WN,M,93340,POZA RICA DE HIDALGO,VERACRUZ DE IGNACIO DE LA LLAVE,V0284,338,9933.0,C
1-544252-ES,F,72190,PUEBLA,PUEBLA,W4561,456,9933.0,C
1-623939-YK,M,47300,YAHUALICA DE GONZALEZ GAL,JALISCO,W1648,164,6150.0,C
1-190953-EA,M,24090,CAMPECHE,CAMPECHE,V0263,306,9610.0,C
1-863256-WU,M,75129,NOPALUCAN,PUEBLA,V0271,322,9933.0,C
1-596140-EO,F,44920,GUADALAJARA,JALISCO,W1262,126,6150.0,C
1-759626-EE,M,32472,JUAREZ,CHIHUAHUA,V0467,209,6777.0,S
1-470394-DH,F,64348,MONTERREY,NUEVO LEON,V0201,253,9932.0,S
1-847828-EC,M,31203,CHIHUAHUA,CHIHUAHUA,V0596,212,,C
1-199510-DO,M,48900,AUTLAN DE NAVARRO,JALISCO,V0324,159,6150.0,C
1-191245-WN,M,87410,MATAMOROS,TAMAULIPAS,V8161,263,9932.0,C
1-634548-WI,M,44290,GUADALAJARA,JALISCO,W1121,112,6150.0,C
1-421878-XA,F,28017,COLIMA,COLIMA,V0408,1961,6150.0,C
1-623383-OR,F,45609,TLAQUEPAQUE,JALISCO,W3051,305,6150.0,C
1-746458-OH,F,6010,CUAUHTEMOC,CIUDAD DE MEXICO,V0346,6,4831.0,C
1-695409-PO,F,47270,ENCARNACION DE DIAZ,JALISCO,W1562,156,9931.0,V
1-166742-WU,M,54060,TLALNEPANTLA DE BAZ,MEXICO,V0578,13,9934.0,S
1-257693-FB,M,21960,MEXICALI,BAJA CALIFORNIA,W1463,146,6777.0,C
1-789522-[C,M,90500,HUAMANTLA,TLAXCALA,W3283,328,9933.0,C
1-498027-[I,F,44910,GUADALAJARA,JALISCO,W1262,126,6150.0,C
1-648168-[B,M,25030,SALTILLO,COAHUILA DE ZARAGOZA,W2428,242,9932.0,S
1-614133-RD,M,91500,COATEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,V0227,1914,9933.0,C
1-632023-ZO,M,44210,GUADALAJARA,JALISCO,W1209,120,6150.0,C
1-578199-SS,M,4700,COYOACAN,CIUDAD DE MEXICO,V0651,99,9934.0,C
1-860656-NI,F,21188,MEXICALI,BAJA CALIFORNIA,W1488,148,6777.0,S
1-657555-DQ,F,23434,LOS CABOS,BAJA CALIFORNIA SUR,W1653,165,6150.0,C
1-605243-GY,F,30780,TAPACHULA,CHIAPAS,V0301,360,9610.0,C
1-561855-VD,M,14390,TLALPAN,CIUDAD DE MEXICO,W0678,67,4831.0,S
1-654296-YC,M,4480,COYOACAN,CIUDAD DE MEXICO,Z0802,3080,9934.0,S
1-683177-BI,M,11000,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0529,6994,9934.0,C
1-575103-EE,F,15300,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0995,99,9934.0,C
1-642121-ZA,F,45260,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,C
1-915703-GN,M,60300,LOS REYES,MICHOACAN DE OCAMPO,W2975,297,6150.0,C
1-619667-WX,F,44600,GUADALAJARA,JALISCO,X8844,1884,9610.0,S
1-874825-UF,F,45519,SAN PEDRO TLAQUEPAQUE,JALISCO,V0430,119,6150.0,S
1-844653-SH,M,28030,COLIMA,COLIMA,W1882,188,6150.0,C
1-122695-FH,M,6800,CUAUHTEMOC,CIUDAD DE MEXICO,W0164,16,9934.0,C
1-269873-A[,M,4330,COYOACAN,CIUDAD DE MEXICO,W0381,38,4831.0,C
1-668279-KD,M,53100,NAUCALPAN,MEXICO,W4942,494,9934.0,C
1-816878-ZU,M,7670,GUSTAVO A MADERO,CIUDAD DE MEXICO,V8157,910,9934.0,C
1-599952-OD,M,47600,TEPATITLAN DE MORELOS,JALISCO,Z5582,3558,6150.0,C
1-443277-FB,F,72180,PUEBLA,PUEBLA,W7854,785,9933.0,C
1-614665-YK,M,22200,TIJUANA,BAJA CALIFORNIA,W1322,132,6777.0,C
1-284786-LF,F,4460,COYOACAN,CIUDAD DE MEXICO,W0322,32,4831.0,S
1-478467-NH,M,3910,BENITO JUAREZ,CIUDAD DE MEXICO,X9204,1920,9934.0,D
1-747036-KT,F,4100,COYOACAN,CIUDAD DE MEXICO,V0645,1920,9934.0,C
1-865881-ZE,M,64000,MONTERREY,NUEVO LEON,W4158,415,9932.0,D
1-372957-JX,F,59000,SAHUAYO,MICHOACAN DE OCAMPO,W2963,296,6150.0,S
1-843268-FR,F,4530,COYOACAN,CIUDAD DE MEXICO,V0657,594,9934.0,S
1-897402-Q[,M,7199,GUSTAVO A MADERO,CIUDAD DE MEXICO,V0397,602,9934.0,C
1-823181-EW,M,28000,COLIMA,COLIMA,W1009,100,6150.0,S
1-374392-UC,M,44970,GUADALAJARA,JALISCO,W1071,107,6150.0,C
1-801352-FU,M,47270,ENCARNACION DE DIAZ,JALISCO,W1561,156,9931.0,C
1-712288-V[,M,11470,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-616087-GQ,M,1410,ALVARO OBREGON,CIUDAD DE MEXICO,W0102,10,9934.0,C
1-748120-Y\,M,57710,NEZAHUALCOYOTL,MEXICO,W0998,99,9934.0,S
1-162259-HG,F,7750,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0345,34,9934.0,S
1-976652-EB,F,52786,HUIXQUILUCAN,MEXICO,W0502,50,9934.0,S
1-724622-HA,F,9030,IZTAPALAPA,CIUDAD DE MEXICO,V0693,44,4831.0,C
1-640052-SM,F,49700,SAN GABRIEL,JALISCO,W1673,167,6150.0,C
1-874867-GL,F,63030,TEPIC,NAYARIT,W4584,458,6150.0,C
1-878087-OZ,M,87390,MATAMOROS,TAMAULIPAS,W7882,788,9932.0,C
1-922997-DZ,M,7090,GUSTAVO A MADERO,CIUDAD DE MEXICO,Z0191,3019,9934.0,C
1-363847-VC,F,45350,ARENAL,JALISCO,W6952,695,6150.0,C
1-821918-SK,F,87458,MATAMOROS,TAMAULIPAS,W2578,257,9932.0,C
1-975219-BE,M,45160,ZAPOPAN,JALISCO,X1002,1100,9934.0,S
1-480655-SA,M,52600,TIANGUISTENCO,MEXICO,W0994,99,9934.0,C
1-224830-VX,M,32250,JUAREZ,CHIHUAHUA,V0588,206,6777.0,C
1-606137-WG,M,34100,DURANGO,DURANGO,V0688,859,9932.0,C
1-367737-IM,M,50010,TOLUCA,MEXICO,W0948,94,9934.0,C
1-360681-R[,F,3400,BENITO JUAREZ,CIUDAD DE MEXICO,Z0093,3009,4831.0,S
1-727896-GL,M,31220,CHIHUAHUA,CHIHUAHUA,W3958,395,6777.0,C
1-882800-OB,M,74020,SAN MARTIN TEXMELUCAN,PUEBLA,W3248,324,9933.0,C
1-838496-FS,M,22195,TIJUANA,BAJA CALIFORNIA,V1035,127,6777.0,C
1-232556-YP,M,45222,ZAPOPAN,JALISCO,V0438,714,6150.0,C
1-493534-OP,M,61850,LA HUACANA,MICHOACAN DE OCAMPO,W2934,293,6150.0,S
1-218111-SU,F,76190,SANTIAGO DE QUERETARO,QUERETARO,V0335,400,9931.0,C
1-218945-CU,F,7970,GUSTAVO A MADERO,CIUDAD DE MEXICO,V0584,42,4831.0,C
1-523040-PJ,M,72830,SAN ANDRES CHOLULA,PUEBLA,V0052,310,9933.0,C
1-790780-FA,F,85870,NAVOJOA,SONORA,V0471,192,6777.0,C
1-658083-ZH,F,44610,GUADALAJARA,JALISCO,Z8083,3808,6150.0,S
1-163749-OL,M,56600,CHALCO,MEXICO,W0303,30,4831.0,C
1-525666-DL,M,49700,SAN GABRIEL,JALISCO,W1661,166,6150.0,C
1-133543-PG,M,48350,PUERTO VALLARTA,JALISCO,V0072,940,6150.0,C
1-313720-PN,F,63157,TEPIC,NAYARIT,W1718,171,6150.0,S
1-340248-ZJ,M,33890,HIDALGO DEL PARRAL,CHIHUAHUA,W2162,216,6777.0,C
1-222316-IM,M,1049,ALVARO OBREGON,CIUDAD DE MEXICO,W0283,28,4831.0,S
1-451065-MY,M,88000,NUEVO LAREDO,TAMAULIPAS,W2664,266,9932.0,S
1-703063-NJ,F,66274,SAN PEDRO GARZA GARCIA,NUEVO LEON,W2553,255,9932.0,C
1-107907-OH,M,66250,SAN PEDRO GARZA GARCIA,NUEVO LEON,W5292,529,9932.0,C
1-882668-Q\,M,30700,TAPACHULA,CHIAPAS,V0301,360,9610.0,C
1-441883-GX,F,44430,GUADALAJARA,JALISCO,W1168,116,6150.0,C
1-360894-OK,M,14308,TLALPAN,CIUDAD DE MEXICO,V0506,3013,4831.0,C
1-319066-GM,M,47600,TEPATITLAN DE MORELOS,JALISCO,W1583,158,6150.0,S
1-151159-BE,M,4630,COYOACAN,CIUDAD DE MEXICO,W0011,1,4831.0,S
1-147947-VZ,M,77035,OTHON P BLANCO,QUINTANA ROO,W3795,379,9610.0,C
1-961212-GM,F,46600,AMECA,JALISCO,W1913,191,6150.0,C
1-316974-GO,M,74000,SAN MARTIN TEXMELUCAN,PUEBLA,W3248,324,9933.0,S
1-360841-TA,M,54740,CUAUTITLAN IZCALLI,MEXICO,W0954,95,9934.0,C
1-306284-SE,M,43961,EMILIANO ZAPATA,HIDALGO,V0038,1977,9934.0,C
1-577269-LX,M,57200,NEZAHUALCOYOTL,MEXICO,W5672,567,4831.0,S
1-755962-S\,F,82010,MAZATLAN,SINALOA,V0203,204,6777.0,V
1-255718-AV,F,48740,EL GRULLO,JALISCO,W1612,161,6150.0,C
1-418695-XT,M,72370,PUEBLA,PUEBLA,V0594,3032,9933.0,C
1-333328-RM,M,97205,MERIDA,YUCATAN,Z0602,3060,9610.0,C
1-923560-LX,M,14420,TLALPAN,CIUDAD DE MEXICO,V0195,952,4831.0,S
1-315002-WT,F,45500,TLAQUEPAQUE,JALISCO,W1198,119,6150.0,S
1-516923-JM,M,48760,TONAYA,JALISCO,V8154,167,6150.0,C
1-935523-TE,M,49090,ZAPOTLAN EL GRANDE,JALISCO,W8248,824,6150.0,C
1-693781-LP,M,50770,IXTLAHUACA,MEXICO,W0601,60,4831.0,C
1-883419-BE,F,75700,TEHUACAN,PUEBLA,W3202,320,9933.0,C
1-322855-YO,M,1900,ALVARO OBREGON,CIUDAD DE MEXICO,V0034,537,4831.0,C
1-920075-GV,M,97080,MERIDA,YUCATAN,W3743,374,9610.0,C
1-274332-CL,M,47470,LAGOS DE MORENO,JALISCO,V0149,151,9931.0,V
1-254940-WB,F,44250,GUADALAJARA,JALISCO,W1764,176,6150.0,C
1-336337-TT,M,54140,TLALNEPANTLA,MEXICO,W0998,99,9934.0,C
1-672758-YJ,M,5000,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,X1488,1148,9934.0,C
1-792665-FF,M,31540,CUAUHTEMOC,CHIHUAHUA,W2141,214,6777.0,C
1-761467-O[,F,7270,GUSTAVO A MADERO,CIUDAD DE MEXICO,W4303,430,9934.0,C
1-308379-K\,M,52170,METEPEC,MEXICO,Z0278,3027,9934.0,C
1-275014-RZ,M,16000,XOCHIMILCO,CIUDAD DE MEXICO,W0058,5,4831.0,S
1-853583-QO,F,54766,CUAUTITLAN IZCALLI,MEXICO,W0688,68,9934.0,S
1-608849-AY,M,53125,NAUCALPAN,MEXICO,W6872,687,9934.0,C
1-609965-MF,M,52920,ATIZAPAN DE ZARAGOZA,MEXICO,W0518,51,9934.0,S
1-104371-XW,M,54080,TLALNEPANTLA,MEXICO,V0054,26,4831.0,C
1-222827-VF,F,4250,COYOACAN,CIUDAD DE MEXICO,W0038,3,4831.0,C
1-926248-DX,F,31100,CHIHUAHUA,CHIHUAHUA,W2128,212,,C
1-323887-AE,M,44560,GUADALAJARA,JALISCO,W1183,118,6150.0,C
1-794959-W\,F,86750,CENTLA,TABASCO,W3552,355,9610.0,C
1-329275-TQ,F,16300,XOCHIMILCO,CIUDAD DE MEXICO,W4998,499,4831.0,S
1-739457-NF,M,11500,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0027,19,9934.0,C
1-737215-ZS,F,7450,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0404,40,9934.0,C
1-851293-JF,M,4200,COYOACAN,CIUDAD DE MEXICO,W0112,11,4831.0,S
1-968481-ZY,F,74400,IZUCAR DE MATAMOROS,PUEBLA,W3194,319,9933.0,S
1-196586-BV,F,45645,TLAJOMULCO DE ZUNIGA,JALISCO,Z8098,3809,6150.0,C
1-390495-P[,M,53125,NAUCALPAN,MEXICO,W6872,687,9934.0,C
1-636490-CH,M,45019,ZAPOPAN,JALISCO,V1084,287,9931.0,C
1-923296-K[,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W0633,63,4831.0,S
1-834714-XU,F,76146,QUERETARO,QUERETARO,V0495,982,9934.0,C
1-522978-DW,M,47310,YAHUALICA DE GONZALEZ GAL,JALISCO,W1642,164,6150.0,C
1-345737-JV,M,49750,TOLIMAN,JALISCO,W1662,166,6150.0,C
1-840035-DO,M,85427,GUAYMAS,SONORA,W1874,187,6777.0,C
1-415489-[A,F,45580,TLAQUEPAQUE,JALISCO,W1192,119,6150.0,S
1-458649-IA,M,67140,GUADALUPE,NUEVO LEON,W2512,251,9932.0,C
1-227939-XR,M,54915,TULTITLAN,MEXICO,W6001,600,9934.0,C
1-394251-BE,M,56230,TEXCOCO,MEXICO,Z0733,3073,9934.0,C
1-521910-ST,F,72500,PUEBLA,PUEBLA,W3105,310,9933.0,S
1-149484-CV,M,47675,TEPATITLAN DE MORELOS,JALISCO,V0129,1913,6150.0,C
1-449464-FU,F,55069,ECATEPEC DE MORELOS,MEXICO,V0009,1,4831.0,C
1-774716-FE,M,44620,GUADALAJARA,JALISCO,Z8083,3808,6150.0,C
1-635907-XP,M,27010,TORREON,COAHUILA DE ZARAGOZA,V1052,811,9932.0,C
1-276208-HT,M,74200,ATLIXCO,PUEBLA,W3252,325,9933.0,S
1-220886-[[,F,91808,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,W3368,336,9933.0,U
1-179328-LF,F,20070,AGUASCALIENTES,AGUASCALIENTES,W2843,284,9931.0,S
1-617482-BQ,F,25720,MONCLOVA,COAHUILA DE ZARAGOZA,W2472,247,9932.0,C
1-402382-Z[,M,77500,BENITO JUAREZ,QUINTANA ROO,X9824,1982,9610.0,S
1-257331-IP,F,31304,CHIHUAHUA,CHIHUAHUA,W2181,218,6777.0,S
1-680162-YF,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,Z0154,3015,4831.0,C
1-670294-XG,M,27000,TORREON,COAHUILA DE ZARAGOZA,V1052,811,9932.0,S
1-641918-QY,M,4600,COYOACAN,CIUDAD DE MEXICO,W6472,647,9934.0,C
1-600755-FF,M,11510,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0192,19,9934.0,S
1-430803-SB,F,54059,TLALNEPANTLA DE BAZ,MEXICO,V0582,3002,9934.0,C
1-625235-O\,F,3400,BENITO JUAREZ,CIUDAD DE MEXICO,V0551,26,4831.0,S
1-939793-TT,M,27108,TORREON,COAHUILA DE ZARAGOZA,V0123,424,9932.0,C
1-974526-CJ,F,25270,SALTILLO,COAHUILA DE ZARAGOZA,W2378,237,9932.0,S
1-589495-BJ,M,44900,GUADALAJARA,JALISCO,W1009,100,6150.0,S
1-211263-DM,F,52937,ATIZAPAN DE ZARAGOZA,MEXICO,V0009,511,9934.0,S
1-502178-BG,M,34237,DURANGO,DURANGO,V0065,220,9932.0,S
1-181510-UO,M,45730,VILLA CORONA,JALISCO,W1832,183,6150.0,C
1-275184-MX,F,27290,TORREON,COAHUILA DE ZARAGOZA,W8092,809,9932.0,S
1-823395-ZP,F,97000,MERIDA,YUCATAN,W3743,374,9610.0,C
1-286818-LH,F,14250,TLALPAN,CIUDAD DE MEXICO,W0612,61,4831.0,C
1-796928-RO,M,91809,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0279,781,9933.0,C
1-723583-OX,M,89490,CIUDAD MADERO,TAMAULIPAS,W2724,272,9932.0,C
1-661120-ME,F,48788,TUXCACUESCO,JALISCO,W1671,167,6150.0,V
1-502708-HE,F,54060,TLALNEPANTLA,MEXICO,W5816,581,9934.0,C
1-122092-QN,M,94349,ORIZABA,VERACRUZ DE IGNACIO DE LA LLAVE,W0078,7,9934.0,S
1-948759-SN,F,2080,AZCAPOTZALCO,CIUDAD DE MEXICO,W0502,50,9934.0,C
1-139404-HH,M,7400,GUSTAVO A MADERO,CIUDAD DE MEXICO,V0258,61,4831.0,D
1-686822-ET,M,72830,SAN ANDRES CHOLULA,PUEBLA,W4613,461,9933.0,C
1-177808-MR,M,44660,GUADALAJARA,JALISCO,W1082,108,6150.0,S
1-145891-EQ,M,83150,HERMOSILLO,SONORA,W1803,180,6777.0,S
1-238589-PG,M,27105,TORREON,COAHUILA DE ZARAGOZA,V0364,1676,9932.0,C
1-665540-SA,F,4450,COYOACAN,CIUDAD DE MEXICO,V0216,690,4831.0,V
1-658717-LG,M,47300,YAHUALICA DE GONZALEZ GAL,JALISCO,W1648,164,6150.0,C
1-824897-HV,F,45060,ZAPOPAN,JALISCO,W4494,449,6150.0,V
1-310369-ZS,F,56540,IXTAPALUCA,MEXICO,W0995,99,9934.0,U
1-675178-YT,M,45420,TONALA,JALISCO,W1198,119,6150.0,C
1-396426-MH,M,11700,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0076,52,9934.0,C
1-167283-UO,F,76060,QUERETARO,QUERETARO,V0285,259,9931.0,S
1-392635-IQ,M,44670,GUADALAJARA,JALISCO,W1152,115,6150.0,C
1-237705-[G,M,45645,TLAJOMULCO DE ZUNIGA,JALISCO,Z8091,3809,6150.0,C
1-849885-YZ,M,86930,BALANCAN,TABASCO,W3542,354,9610.0,C
1-662603-EU,M,57000,NEZAHUALCOYOTL,MEXICO,W0994,99,9934.0,S
1-395102-AJ,M,57170,NEZAHUALCOYOTL,MEXICO,W0422,42,4831.0,C
1-455697-NH,M,58070,MORELIA,MICHOACAN DE OCAMPO,V0158,300,6150.0,S
1-744222-VF,F,72100,PUEBLA,PUEBLA,Z0108,3010,4831.0,S
1-753828-WO,F,7600,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0995,99,9934.0,C
1-871191-LV,M,8300,IZTACALCO,CIUDAD DE MEXICO,W0064,6,4831.0,S
1-506927-QO,M,48350,PUERTO VALLARTA,JALISCO,W9402,940,6150.0,C
1-605983-RE,F,86080,CENTRO,TABASCO,W4164,416,9610.0,C
1-402467-JR,M,97205,MERIDA,YUCATAN,Z0563,3056,9610.0,C
1-433193-XT,F,45180,ZAPOPAN,JALISCO,Z0748,3074,6150.0,C
1-691932-IF,M,45160,ZAPOPAN,JALISCO,V0247,120,6150.0,C
1-448345-D\,M,58260,MORELIA,MICHOACAN DE OCAMPO,V0158,300,6150.0,C
1-236090-R[,M,10700,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,V0086,59,4831.0,S
1-648601-TT,F,9810,IZTAPALAPA,CIUDAD DE MEXICO,X0061,1006,4831.0,S
1-531805-UQ,M,91919,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0457,446,9933.0,S
1-156571-GE,M,72110,PUEBLA,PUEBLA,W3142,314,9933.0,C
1-674967-PZ,F,45470,ACATIC,JALISCO,W1752,175,6150.0,C
1-885072-HL,F,34166,DURANGO,DURANGO,V0065,220,9932.0,U
1-627535-UP,M,6100,CUAUHTEMOC,CIUDAD DE MEXICO,Z8032,3803,9934.0,S
1-143871-WM,M,62180,CUERNAVACA,MORELOS,W9572,957,9932.0,C
1-630031-A\,M,37260,LEON,GUANAJUATO,W2743,274,9931.0,C
1-567926-FQ,M,9578,IZTAPALAPA,CIUDAD DE MEXICO,W0998,99,9934.0,C
1-571669-VQ,F,23040,LA PAZ,BAJA CALIFORNIA SUR,W1955,195,6777.0,S
1-404122-C[,M,14420,TLALPAN,CIUDAD DE MEXICO,V0657,594,9934.0,C
1-856626-EY,M,27010,TORREON,COAHUILA DE ZARAGOZA,V1052,811,9932.0,S
1-703679-IO,F,45410,TONALA,JALISCO,X1002,1100,9934.0,C
1-695887-OU,M,72570,PUEBLA,PUEBLA,W3168,316,9933.0,C
1-341663-AC,M,66220,SAN PEDRO GARZA GARCIA,NUEVO LEON,W0314,31,4831.0,C
1-340897-Q\,F,45221,ZAPOPAN,JALISCO,Z8083,3808,6150.0,C
1-857761-FN,F,3510,BENITO JUAREZ,CIUDAD DE MEXICO,W0448,44,4831.0,D
1-836484-PZ,F,9780,IZTAPALAPA,CIUDAD DE MEXICO,V0003,835,4831.0,C
1-100527-HD,M,48150,CUAUTLA,JALISCO,W1702,170,6150.0,C
1-153115-CO,M,39390,ACAPULCO DE JUAREZ,GUERRERO,V0548,76,9933.0,C
1-464171-JH,F,21960,MEXICALI,BAJA CALIFORNIA,V1034,1973,6777.0,S
1-611892-GL,F,72760,SAN PEDRO CHOLULA,PUEBLA,V0133,918,9933.0,C
1-487159-CJ,F,54030,TLALNEPANTLA,MEXICO,W0138,13,9934.0,S
1-362913-PD,M,50160,TOLUCA,MEXICO,W0848,84,9934.0,C
1-432637-IQ,F,14600,TLALPAN,CIUDAD DE MEXICO,W5632,563,4831.0,C
1-804087-AU,M,86153,CENTRO,TABASCO,W4164,416,9610.0,C
1-840909-RM,M,67190,GUADALUPE,NUEVO LEON,W2522,252,9932.0,C
1-763372-SX,M,45070,ZAPOPAN,JALISCO,W1803,180,6777.0,S
1-280453-ST,M,47300,YAHUALICA DE GONZALEZ GAL,JALISCO,W1583,158,6150.0,C
1-786822-EC,F,72150,PUEBLA,PUEBLA,Z0323,3032,9933.0,S
1-948037-Z\,M,56300,ATENCO,MEXICO,W0148,14,9934.0,C
1-387541-LO,M,1530,ALVARO OBREGON,CIUDAD DE MEXICO,Z9393,3939,4831.0,C
1-950521-TG,F,80016,CULIACAN,SINALOA,Z9762,3976,6777.0,C
1-301476-SJ,F,47000,SAN JUAN DE LOS LAGOS,JALISCO,W1552,155,6150.0,C
1-998712-QW,M,47600,TEPATITLAN DE MORELOS,JALISCO,W1182,118,6150.0,S
1-364757-UL,F,6700,CUAUHTEMOC,CIUDAD DE MEXICO,Z5578,3557,9934.0,C
1-474292-VI,M,56230,TEXCOCO,MEXICO,W0476,47,4831.0,C
1-579891-N\,F,45135,ZAPOPAN,JALISCO,W6933,693,6150.0,C
1-199991-CA,M,53290,NAUCALPAN,MEXICO,V0426,587,9934.0,C
1-863842-TM,M,35700,NAZAS,DURANGO,X0283,1028,9932.0,C
1-786695-TH,F,44860,GUADALAJARA,JALISCO,W1009,100,6150.0,C
1-125714-RN,M,14640,TLALPAN,CIUDAD DE MEXICO,V0094,88,4831.0,C
1-255023-RC,F,86150,CENTRO,TABASCO,W3511,351,9610.0,C
1-775844-EF,M,2150,AZCAPOTZALCO,CIUDAD DE MEXICO,W0472,47,4831.0,S
1-415924-JQ,M,2600,AZCAPOTZALCO,CIUDAD DE MEXICO,V0135,41,9934.0,S
