customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil,CVE_SUC,NOM_SUC,CVE_ZONA,NOM_ZONA,CVE_COORD,NOM_COORD,latitud,longitud
1-693115-QT,F,49000,ZAPOTLAN EL GRANDE,JALISCO,V0407,153,6150.0,V,153,SUC. CD. GUZMAN,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7041501,-103.4610006
1-690156-LL,F,61518,ZITACUARO,MICHOACAN DE OCAMPO,W2981,298,9934.0,C,298,SUC. ZITACUARO,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.4428054,-100.3597784
1-468759-YM,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W5691,569,4831.0,C,569,SUC. GLORIETA RIVIERA,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.3845688,-99.1698933
1-520415-O\,M,57000,NEZAHUALCOYOTL,MEXICO,W7573,757,9934.0,S,757,SUC. TLATILCO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.3943312,-98.9916095
1-217078-KK,M,14050,TLALPAN,CIUDAD DE MEXICO,W0558,55,4831.0,C,55,SUC. UNIVERSIDAD,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.2961163,-99.1565136
1-742640-VO,F,11350,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0078,7,9934.0,S,7,SUC. PARQUES POLANCO,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4550305,-99.1698158
1-154520-AH,M,20100,AGUASCALIENTES,AGUASCALIENTES,V0436,710,9931.0,C,710,SUC. COLOSIO,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC,21.9357207,-102.3276936
1-777943-KS,F,1060,ALVARO OBREGON,CIUDAD DE MEXICO,W3623,362,9934.0,S,362,SUC. ECHEGARAY,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.3502339,-99.1957954
1-323500-S[,M,85000,OBREGON,SONORA,V0169,181,6777.0,S,181,SUC. CALIFORNIA,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON,27.4929285,-109.9304075
1-681771-ZO,F,44990,GUADALAJARA,JALISCO,W4494,449,6150.0,S,449,SUC. PLAZA SUR,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6143698,-103.3483333
1-357758-KV,F,3630,BENITO JUAREZ,CIUDAD DE MEXICO,W8353,835,4831.0,S,835,SUC. PLAZA DE LA CONSTITUCION,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3804795,-99.1505353
1-644909-KM,F,49700,SAN GABRIEL,JALISCO,W1661,166,6150.0,S,166,SUC. SAN GABRIEL,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.747949,-103.7591639
1-679479-OB,M,48740,EL GRULLO,JALISCO,W1614,161,6150.0,C,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.8087296,-104.2147854
1-463960-WZ,M,58050,MORELIA,MICHOACAN DE OCAMPO,W7023,702,6150.0,C,702,SUC. LA HUERTA,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA,19.6841495,-101.2191019
1-510287-SC,F,44200,GUADALAJARA,JALISCO,W1124,112,6150.0,C,112,SUC. SANTUARIO,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6884678,-103.3592911
1-343804-TW,M,4000,COYOACAN,CIUDAD DE MEXICO,V0398,3808,6150.0,S,3808,SUC. SAO PAULO,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,19.3503379,-99.1628931
1-360095-RZ,F,87350,MATAMOROS,TAMAULIPAS,W2578,257,9932.0,C,257,SUC. CENTRO MATAMOROS,9932,D DIV RB NORTE,8044,N07 - MATAMOROS-REYNOSA,25.8646319,-97.5077886
1-163753-GN,M,84030,NOGALES,SONORA,V0466,1185,6777.0,U,1185,SUC. MORELOS NORTE,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO,31.3183991,-110.9463211
1-506667-CP,M,55900,OTUMBA,MEXICO,W7763,776,9934.0,C,776,SUC. OTUMBA,9934,D DIV RB CENTRO,5908,C06 - PACHUCA,19.7009618,-98.7557638
1-300108-OY,F,48050,AYUTLA,JALISCO,W1702,170,6150.0,S,170,SUC. AYUTLA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,20.1289607,-104.3468293
1-624998-XR,M,36660,IRAPUATO,GUANAJUATO,W2822,282,9931.0,C,282,SUC. IRAPUATO,9931,D DIV RB CENTRO,6609,C04 - GUANAJUATO,20.6900894,-101.3528789
1-894942-DT,F,45120,ZAPOPAN,JALISCO,Z8044,3804,6150.0,C,3804,SUC. ANDARES,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6807047,-103.4128748
1-512560-OS,M,21400,TECATE,BAJA CALIFORNIA,W1364,136,6777.0,C,136,SUC. TECATE,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA,32.5715573,-116.6258431
1-637234-BH,M,3920,BENITO JUAREZ,CIUDAD DE MEXICO,Z0154,3015,4831.0,S,3015,SUC. GALERIAS INSURGENTES,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3734549,-99.1851916
1-541499-QI,F,14300,TLALPAN,CIUDAD DE MEXICO,W0998,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.2994003,-99.1257553
1-849227-SK,M,27040,TORREON,COAHUILA DE ZARAGOZA,W2294,229,9932.0,S,229,SUC. ABASTOS TORREON,9932,D DIV RB NORTE,8727,N09 - TORREON,25.5542582,-103.4127423
1-177328-NB,F,25900,RAMOS ARIZPE,COAHUILA DE ZARAGOZA,W2382,238,9932.0,C,238,SUC. RAMOS ARIZPE,9932,D DIV RB NORTE,8210,N10 - SALTILLO,25.5385821,-100.951091
1-864123-Y[,M,54720,CUAUTITLAN IZCALLI,MEXICO,W6513,651,9934.0,C,651,SUC. PABELLON POLANCO,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.6606964,-99.2489668
1-424893-FJ,M,64650,MONTERREY,NUEVO LEON,Z9172,3917,9932.0,C,3917,SUC. ENLACE SORIANA MTY,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,25.6743052,-100.3750482
1-279471-IA,M,45580,SAN PEDRO TLAQUEPAQUE,JALISCO,W0994,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,20.6276437,-103.2905925
1-646078-EZ,M,76230,SANTIAGO DE QUERETARO,QUERETARO,V0649,68,9934.0,S,68,SUC. VILLAS DE LA HACIENDA,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,20.7227191,-100.4468435
1-827027-XH,M,63735,BAHIA DE BANDERAS,NAYARIT,V0072,940,6150.0,C,940,SUC. AEROPUERTO VALLARTA,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA,20.7317679,-105.284135
1-849846-PI,F,15900,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W5993,599,4831.0,S,599,SUC. FRAY SERVANDO,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.416667,-99.113889
1-400042-TO,M,1430,ALVARO OBREGON,CIUDAD DE MEXICO,W5483,548,4831.0,C,548,SUC. COLINAS DEL SUR,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3678801,-99.2198094
1-852127-WQ,M,7300,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0408,40,9934.0,C,40,SUC. LINDAVISTA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4952031,-99.1270416
1-435829-CX,F,3630,BENITO JUAREZ,CIUDAD DE MEXICO,V0171,3009,4831.0,S,3009,SUC. GLORIETA VERTIZ,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3804795,-99.1505353
1-454186-LC,M,64898,MONTERREY,NUEVO LEON,V0357,1634,9932.0,C,1634,SUC. MALL SAN PEDRO,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,25.6067557,-100.2557652
1-942715-MP,F,86038,CENTRO,TABASCO,V0084,350,9610.0,C,350,SUC. MENDEZ,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,18.0169829,-92.9521606
1-995393-YQ,M,52977,ATIZAPAN DE ZARAGOZA,MEXICO,W0538,53,9934.0,C,53,SUC. ATIZAPAN,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5570856,-99.2534979
1-565050-TY,M,44960,GUADALAJARA,JALISCO,W1262,126,6150.0,C,126,SUC. PLAZA LAS TORRES,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6303356,-103.3703809
1-433026-LO,F,9850,IZTAPALAPA,CIUDAD DE MEXICO,W0994,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3342366,-99.0835457
1-893912-RD,F,49088,ZAPOTLAN EL GRANDE,JALISCO,W8242,824,6150.0,S,824,SUC. PLAZA ZAPOTLAN,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.6881512,-103.4801068
1-802612-IM,M,44270,GUADALAJARA,JALISCO,Z5583,3558,6150.0,C,3558,SUC.PLAZA GALERIAS GUADALAJARA,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6983507,-103.3400033
1-186758-ZR,M,57730,NEZAHUALCOYOTL,MEXICO,Z0268,3026,9934.0,S,3026,SUC. LOMAS DE TECAMACHALCO,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.3953619,-99.0353833
1-828939-VV,M,8000,IZTACALCO,CIUDAD DE MEXICO,W0954,95,9934.0,C,95,SUC.  PLAZA IZCALLI,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.395278,-99.097778
1-314275-XL,M,3910,BENITO JUAREZ,CIUDAD DE MEXICO,V0088,61,4831.0,S,61,SUC. ISABEL LA CATOLICA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3739952,-99.1897651
1-375841-EI,F,14000,TLALPAN,CIUDAD DE MEXICO,W0998,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.289265,-99.1678836
1-527335-DP,F,31214,CHIHUAHUA,CHIHUAHUA,V0454,750,6777.0,C,750,SUC. PLAZA QUINTAS,6777,D DIV  RB NOROESTE,7701,NO10 - CHIHUAHUA CENTRO,28.6363032,-106.1013628
1-783318-TT,M,44600,GUADALAJARA,JALISCO,W0192,19,9934.0,C,19,SUC. POLANCO,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,20.6854385,-103.3721518
1-843193-HS,F,45040,ZAPOPAN,JALISCO,W1172,117,6150.0,C,117,SUC. TOLSA,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6608036,-103.4015481
1-617730-TV,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W7378,737,9934.0,C,737,SUC. ARISTOTELES,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3845688,-99.1698933
1-833714-KQ,F,91700,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,X9143,1914,9933.0,C,1914,SUC. CARDEL,9933,D DIV RB  SUR,8471,S04 - XALAPA,19.1907839,-96.1472854
1-356272-OU,M,44910,GUADALAJARA,JALISCO,W1092,109,6150.0,C,109,SUC. HIGUERILLAS,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6466877,-103.3568286
1-100608-AU,F,92830,TUXPAN,VERACRUZ DE IGNACIO DE LA LLAVE,W3423,342,9933.0,C,342,SUC. TUXPAN,9933,D DIV RB  SUR,8611,S06 - POZA RICA,20.9636595,-97.3976249
1-855920-RH,M,58090,MORELIA,MICHOACAN DE OCAMPO,W0243,24,4831.0,S,24,SUC. ALAMOS,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.6769224,-101.1859137
1-142775-OD,M,97217,MERIDA,YUCATAN,W3752,375,9610.0,C,375,SUC.SANTIAGO,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA,20.9977248,-89.6581878
1-277370-UQ,M,45160,ZAPOPAN,JALISCO,V0247,120,6150.0,C,120,SUC. PLAZA PATRIA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.7124464,-103.3831334
1-127036-UO,M,27018,TORREON,COAHUILA DE ZARAGOZA,V0364,1676,9932.0,C,1676,SUC. PENOLES,9932,D DIV RB NORTE,8727,N09 - TORREON,25.6002461,-103.3957975
1-179522-HR,M,53240,NAUCALPAN,MEXICO,Z0154,3015,4831.0,C,3015,SUC. GALERIAS INSURGENTES,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.4909534,-99.2511567
1-439101-VL,F,89440,MADERO,TAMAULIPAS,W3445,344,9933.0,C,344,SUC. COATZACOLACOS,9933,D DIV RB  SUR,5219,S05 - VERACRUZ,22.2616171,-97.8540728
1-288967-DQ,F,4120,COYOACAN,CIUDAD DE MEXICO,V9445,11,4831.0,D,11,SUC. COYOACAN,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3509043,-99.1474443
1-666071-SN,F,83105,HERMOSILLO,SONORA,X1852,1185,6777.0,S,1185,SUC. MORELOS NORTE,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO,29.1474978,-110.9894219
1-735706-NF,F,47300,YAHUALICA DE GZALEZ GALLO,JALISCO,W1648,164,6150.0,S,164,SUC. YAHUALICA,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.1790507,-102.8851294
1-670408-HC,M,21900,MEXICALI,BAJA CALIFORNIA,W4522,452,6777.0,C,452,SUC. VILLAFONTANA,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.5672218,-114.9933328
1-412820-TA,F,52167,METEPEC,MEXICO,W0838,83,9934.0,S,83,SUC. TOLUCA ISIDRO FABELA,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.2578831,-99.6313327
1-157286-QG,F,1280,ALVARO OBREGON,CIUDAD DE MEXICO,W0368,36,4831.0,C,36,SUC. MIXCOAC,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.38596,-99.2016405
1-732734-DY,M,52959,ATIZAPAN DE ZARAGOZA,MEXICO,W0173,17,9934.0,C,17,SUC. ZONA ROSA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.5713828,-99.228762
1-660446-WA,F,83440,SAN LUIS RIO COLORADO,SONORA,W1492,149,6777.0,C,149,SUC. CENTRO CIVICO,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.4605117,-114.7830951
1-978912-QP,F,22000,TIJUANA,BAJA CALIFORNIA,W1018,101,6777.0,S,101,SUC. TIJUANA,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE,32.5350129,-117.0426159
1-944072-BZ,M,56700,TLALMANALCO,MEXICO,W0303,30,4831.0,U,30,SUC. CHALCO,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA,19.2037384,-98.8016834
1-194176-ZT,M,45315,TALA,JALISCO,W1744,174,6150.0,C,174,SUC. TLAJOMULCO,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6856776,-103.6941101
1-527517-VJ,M,66436,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W3871,387,9932.0,C,387,SUC. VILLAS DE STO.DOMINGO,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3,25.7480391,-100.2611348
1-902724-ID,F,20290,AGUASCALIENTES,AGUASCALIENTES,W2868,286,9931.0,S,286,SUC. AMRICAS,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC,21.7878637,-102.2726643
1-667882-LT,M,55530,ECATEPEC DE MORELOS,MEXICO,W0452,45,9934.0,C,45,SUC. XALOSTOC,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC,19.5458203,-99.0669415
1-818079-QF,F,45920,CHAPALA,JALISCO,Z8182,3818,6150.0,C,3818,SUC. AJIJIC,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.2986361,-103.2754031
1-317369-TD,M,26040,PIEDRAS NEGRAS,COAHUILA DE ZARAGOZA,V0068,245,9932.0,C,245,SUC. PIEDRAS NEGRAS,9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO,28.6944192,-100.5356891
1-514679-YQ,F,2340,AZCAPOTZALCO,CIUDAD DE MEXICO,V1005,556,4831.0,D,556,SUC. PEDREPLAZA,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.4882928,-99.1554217
1-396186-HX,M,4480,COYOACAN,CIUDAD DE MEXICO,W0322,32,4831.0,C,32,SUC. PREMIER,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO,19.3265988,-99.1223431
1-446907-GR,M,45660,TLAJOMULCO DE ZUNIGA,JALISCO,V0246,174,6150.0,C,174,SUC. TLAJOMULCO,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.4206898,-103.3919161
1-229509-CB,F,25000,SALTILLO,COAHUILA DE ZARAGOZA,V0067,237,9932.0,S,237,SUC. OFICINA CENTRAL SALTILLO,9932,D DIV RB NORTE,8210,N10 - SALTILLO,25.4217215,-101.0001139
1-792512-YQ,F,4230,COYOACAN,CIUDAD DE MEXICO,V0117,61,4831.0,D,61,SUC. ISABEL LA CATOLICA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.354753,-99.127029
1-568883-US,M,45179,ZAPOPAN,JALISCO,W1009,100,6150.0,C,100,SUC. OFICINA CENTRAL GUADALAJA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.7241519,-103.3644948
1-915220-BQ,F,22520,TIJUANA,BAJA CALIFORNIA,V1035,127,6777.0,C,127,SUC. LAS PALMAS,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA,32.5217865,-117.0856505
1-277463-WY,M,44100,GUADALAJARA,JALISCO,W1043,104,6150.0,C,104,SUC. PROVINCIAL,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.674935,-103.3474109
1-613345-EC,M,91700,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0283,337,9933.0,C,337,SUC. PLAZA MOCAMBO,9933,D DIV RB  SUR,5219,S05 - VERACRUZ,19.1907839,-96.1472854
1-801595-EK,M,45238,ZAPOPAN,JALISCO,V1020,3982,6150.0,C,3982,PLAZA LAS VILLAS,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6049137,-103.4494811
1-474858-NW,M,45130,ZAPOPAN,JALISCO,W1183,118,6150.0,C,118,SUC. PZA. DEL SOL,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.7525898,-103.4048207
1-757534-IY,M,27000,TORREON,COAHUILA DE ZARAGOZA,W2258,225,9932.0,C,225,SUC. CENTRO EJECUTIVO TORREON,9932,D DIV RB NORTE,8727,N09 - TORREON,25.5446612,-103.4405666
1-369396-KB,M,62270,CUERNAVACA,MORELOS,V0001,86,4831.0,C,86,SUC. CUERNAVACA LA SELVA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.9377442,-99.2351681
1-405319-HT,M,94520,CORDOBA,VERACRUZ DE IGNACIO DE LA LLAVE,W3412,341,9933.0,C,341,SUC. CORDOBA,9933,D DIV RB  SUR,8471,S04 - XALAPA,18.900344,-96.9324949
1-356493-NL,F,3300,BENITO JUAREZ,CIUDAD DE MEXICO,W0772,77,9934.0,S,77,SUC. NUEVO LEON,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.3625435,-99.1499789
1-119635-UE,M,89109,TAMPICO,TAMAULIPAS,W2724,272,9932.0,C,272,SUC. CD. MADERO,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA,22.2718261,-97.8617718
1-708688-YW,M,23020,LA PAZ,BAJA CALIFORNIA SUR,W1932,193,6777.0,S,193,SUC. LA PAZ CENTRO,6777,D DIV  RB NOROESTE,7213,NO07 - B.C.S,24.1609997,-110.3020687
1-460012-AQ,M,97217,MERIDA,YUCATAN,Z7298,3729,9610.0,C,3729,SUC. CIRCUITO COLONIAS,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,20.9977248,-89.6581878
1-857789-HJ,M,2400,AZCAPOTZALCO,CIUDAD DE MEXICO,V0088,61,4831.0,C,61,SUC. ISABEL LA CATOLICA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.4897609,-99.2051046
1-906359-Z[,M,1900,ALVARO OBREGON,CIUDAD DE MEXICO,V1012,512,4831.0,V,512,SUC.REVOLUCION,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.3323544,-99.2040742
1-470279-BY,F,39300,ACAPULCO DE JUAREZ,GUERRERO,V0099,75,9933.0,S,75,SUC.ACAPULCO COSTERA,9933,D DIV RB  SUR,5225,S08 - GUERRERO,16.8514842,-99.9067751
1-933272-ZC,M,4600,COYOACAN,CIUDAD DE MEXICO,V0403,610,4831.0,C,610,SUC. GRAN SUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.3131767,-99.1533633
1-151346-F[,M,48900,AUTLAN DE NAVARRO,JALISCO,V0324,159,6150.0,C,159,SUC. AUTLAN SUC. ASIG.III,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7676272,-104.3727414
1-691803-KJ,F,48050,AYUTLA,JALISCO,W1635,163,6150.0,C,163,SUC. PUERTO VALLARTA,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA,20.1289607,-104.3468293
1-282054-NA,M,87360,MATAMOROS,TAMAULIPAS,W2578,257,9932.0,C,257,SUC. CENTRO MATAMOROS,9932,D DIV RB NORTE,8044,N07 - MATAMOROS-REYNOSA,25.8822121,-97.4902994
1-984455-XD,M,56100,TEXCOCO,MEXICO,V0651,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.5148154,-98.8822508
1-490448-VR,M,49000,ZAPOTLAN EL GRANDE,JALISCO,W1531,153,6150.0,C,153,SUC. CD. GUZMAN,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7041501,-103.4610006
1-284304-[K,M,38040,CELAYA,GUANAJUATO,W3925,392,9931.0,C,392,SUC.GALERIAS,9931,D DIV RB CENTRO,6609,C04 - GUANAJUATO,20.5258464,-100.8278904
1-203453-V[,M,24010,CAMPECHE,CAMPECHE,W3692,369,9610.0,C,369,SUC.CAMPECHE,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA,19.8486581,-90.5274176
1-328930-DN,M,1210,ALVARO OBREGON,CIUDAD DE MEXICO,W2258,225,9932.0,S,225,SUC. CENTRO EJECUTIVO TORREON,9932,D DIV RB NORTE,8727,N09 - TORREON,19.3830506,-99.2411331
1-755905-OM,M,3020,BENITO JUAREZ,CIUDAD DE MEXICO,W0158,15,4831.0,C,15,SUC. NARVARTE,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3925149,-99.1579012
1-162070-QE,M,83240,HERMOSILLO,SONORA,V0199,477,6777.0,C,477,SUC. STELITE,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO,29.0751251,-110.9846857
1-237147-MZ,F,62520,TEPOZTLAN,MORELOS,W0012,1,4831.0,C,1,SUC. JUAREZ.,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,18.984778,-99.1001033
1-663336-KG,M,25230,SALTILLO,COAHUILA DE ZARAGOZA,V0067,237,9932.0,C,237,SUC. OFICINA CENTRAL SALTILLO,9932,D DIV RB NORTE,8210,N10 - SALTILLO,25.4608229,-100.987383
1-289193-RE,F,62220,CUERNAVACA,MORELOS,W4962,496,4831.0,S,496,SUC. DOMINGO DIEZ,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.9718167,-99.224156
1-344191-GJ,M,48150,CUAUTLA,JALISCO,W1009,100,6150.0,C,100,SUC. OFICINA CENTRAL GUADALAJA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.2017375,-104.3976653
1-804417-TS,M,85820,NAVOJOA,SONORA,W1925,192,6777.0,C,192,SUC. NAVOJOA,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON,27.0750826,-109.4619472
1-796100-CS,F,76146,SANTIAGO DE QUERETARO,QUERETARO,V0057,29,4831.0,C,29,SUC. HUIPULCO,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,20.6171546,-100.3472391
1-322108-L[,M,45230,ZAPOPAN,JALISCO,V0283,337,9933.0,C,337,SUC. PLAZA MOCAMBO,9933,D DIV RB  SUR,5219,S05 - VERACRUZ,20.6169681,-103.4483703
1-479296-P\,M,97120,MERIDA,YUCATAN,V0446,3060,9610.0,C,3060,SUC. CAMPESTRE,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,21.0177503,-89.6178349
1-334414-BK,M,69007,HUAJUAPAN DE LEON,OAXACA,W3211,321,9933.0,C,321,SUC. HUAJUAPAN DE LEON,9933,D DIV RB  SUR,5815,S07 - OAXACA,17.7974438,-97.7836726
1-992593-GJ,F,91190,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,V0188,335,9933.0,C,335,SUC. JALAPA URBANA,9933,D DIV RB  SUR,8471,S04 - XALAPA,19.5307707,-96.8876629
1-990281-GY,M,48200,TALPA DE ALLENDE,JALISCO,W7004,700,6150.0,C,700,SUC. COSTERA PUERTO VALLARTA,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA,20.3809444,-104.824102
1-285383-WW,M,54740,CUAUTITLAN IZCALLI,MEXICO,V0496,590,9934.0,C,590,SUC. REHILETE IZCALLI,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.6460373,-99.2114439
1-722790-SG,M,62380,CUERNAVACA,MORELOS,W0851,85,4831.0,C,85,SUC. CUERNAVACA  CENTRO,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.9285752,-99.1864054
1-693959-OT,M,48919,AUTLAN DE NAVARRO,JALISCO,W1591,159,6150.0,C,159,SUC. AUTLAN SUC. ASIG.III,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7205475,-104.259
1-584858-H\,M,27900,FRANCISCO I MADERO,COAHUILA DE ZARAGOZA,W2313,231,9932.0,C,231,SUC. FRANCISCO I. MADERO,9932,D DIV RB NORTE,8727,N09 - TORREON,25.7763708,-103.2713744
1-151693-RD,M,45050,ZAPOPAN,JALISCO,W1192,119,6150.0,C,119,SUC. TLAQUEPAQUE,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.655743,-103.4182397
1-731000-HA,M,82100,MAZATLAN,SINALOA,W3891,389,6777.0,C,389,SUC.ZONA DORADA,6777,D DIV  RB NOROESTE,7218,NO08 - SINALOA NORTE,23.2609738,-106.4594779
1-625831-WF,M,75760,TEHUACAN,PUEBLA,V0685,320,9933.0,C,320,SUC. TEHUACAN,9933,D DIV RB  SUR,5223,S02 - PUEBLA,18.4575699,-97.4074002
1-171427-TG,M,14260,TLALPAN,CIUDAD DE MEXICO,V0074,3013,4831.0,S,3013,SUC. CENTRO COMERCIAL PERISUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.2828415,-99.1902703
1-817755-BD,F,85060,CAJEME,SONORA,V0469,182,6777.0,C,182,SUC. MIGUEL ALEMAN,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON,27.4927927,-109.9184197
